Año;Sexo;Código Localidad;Localidad;Grupo de edad;Régimen Aseguramiento;Código CIE10;Descripción causa básica de muerte;Grupo condición crónica;Muertes total
2010;Femenino;21;Distrito;60 a 64 años;No Asegurado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Femenino;21;Distrito;60 a 64 años;No Asegurado;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Femenino;21;Distrito;60 a 64 años;No Asegurado;C911;LEUCEMIA LINFOCITICA CRONICA;Neoplasias malignas;1
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;5
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;2
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;7
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C539;TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;Neoplasias malignas;12
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;2
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;1
2010;Femenino;21;Distrito;60 a 64 años;Subsidiado;C929;LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;18
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;11
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;7
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;20
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;25
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C539;TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;Neoplasias malignas;8
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C835;LINFOMA NO HODGKIN LINFOBLASTICO (DIFUSO);Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C839;LINFOMA NO HODGKIN DIFUSO, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C845;OTROS LINFOMAS DE CELULAS Y LOS NO ESPECIFICADOS;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C851;LINFOMA DE CELULAS B, SIN OTRA ESPECIFICACION;Neoplasias malignas;2
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;8
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;2
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C911;LEUCEMIA LINFOCITICA CRONICA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;3
2010;Femenino;21;Distrito;65 a 69 años;Contributivo;C921;LEUCEMIA MIELOIDE CRONICA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Especial;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Especial;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Especial;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C184;TUMOR MALIGNO DEL COLON TRANSVERSO;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C539;TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Excepcion;C921;LEUCEMIA MIELOIDE CRONICA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;2
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C539;TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;No Asegurado;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Sin dato;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Femenino;21;Distrito;65 a 69 años;Sin dato;C539;TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C160;TUMOR MALIGNO DEL CARDIAS;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;8
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;3
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;5
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;5
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C530;TUMOR MALIGNO DEL ENDOCERVIX;Neoplasias malignas;1
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C539;TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;Neoplasias malignas;8
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;2
2010;Femenino;21;Distrito;65 a 69 años;Subsidiado;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C168;LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;3
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C837;TUMOR DE BURKITT;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C845;OTROS LINFOMAS DE CELULAS Y LOS NO ESPECIFICADOS;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C857;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Excepcion;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;No Asegurado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Masculino;21;Distrito;30 a 34 años;No Asegurado;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;No Asegurado;C950;LEUCEMIA AGUDA, CELULAS DE TIPO NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Subsidiado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Subsidiado;C833;LINFOMA NO HODGKIN DE CELULAS GRANDES (DIFUSO);Neoplasias malignas;1
2010;Masculino;21;Distrito;30 a 34 años;Subsidiado;C838;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN DIFUSO;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C837;TUMOR DE BURKITT;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;5
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C919;LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Excepcion;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;No Asegurado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;35 a 39 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;11
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;6
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C851;LINFOMA DE CELULAS B, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;2
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Excepcion;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;No Asegurado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;40 a 44 años;No Asegurado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;5
2010;Masculino;21;Distrito;40 a 44 años;Subsidiado;C187;TUMOR MALIGNO DEL COLON SIGMOIDE;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Subsidiado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Masculino;21;Distrito;40 a 44 años;Subsidiado;C211;TUMOR MALIGNO DEL CONDUCTO ANAL;Neoplasias malignas;1
2010;Masculino;21;Distrito;40 a 44 años;Subsidiado;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;2
2010;Masculino;21;Distrito;40 a 44 años;Subsidiado;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C160;TUMOR MALIGNO DEL CARDIAS;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;17
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C838;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN DIFUSO;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;3
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C924;LEUCEMIA PROMIELOCITICA AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C930;LEUCEMIA MONOCITICA AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Contributivo;C950;LEUCEMIA AGUDA, CELULAS DE TIPO NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Excepcion;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Masculino;21;Distrito;45 a 49 años;Excepcion;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C163;TUMOR MALIGNO DEL ANTRO PILORICO;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C187;TUMOR MALIGNO DEL COLON SIGMOIDE;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C61X;TUMOR MALIGNO DE LA PROSTATA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C851;LINFOMA DE CELULAS B, SIN OTRA ESPECIFICACION;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;No Asegurado;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;Sin dato;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;45 a 49 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Masculino;21;Distrito;45 a 49 años;Subsidiado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;45 a 49 años;Subsidiado;C835;LINFOMA NO HODGKIN LINFOBLASTICO (DIFUSO);Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C160;TUMOR MALIGNO DEL CARDIAS;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;16
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;4
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C19X;TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;Neoplasias malignas;2
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;4
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;13
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C61X;TUMOR MALIGNO DE LA PROSTATA;Neoplasias malignas;3
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C833;LINFOMA NO HODGKIN DE CELULAS GRANDES (DIFUSO);Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C835;LINFOMA NO HODGKIN LINFOBLASTICO (DIFUSO);Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C837;TUMOR DE BURKITT;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;3
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C921;LEUCEMIA MIELOIDE CRONICA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Contributivo;C950;LEUCEMIA AGUDA, CELULAS DE TIPO NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Excepcion;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Excepcion;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Excepcion;C509;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Excepcion;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Excepcion;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Excepcion;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;No Asegurado;C160;TUMOR MALIGNO DEL CARDIAS;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;No Asegurado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Masculino;21;Distrito;50 a 54 años;No Asegurado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;No Asegurado;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;No Asegurado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;3
2010;Masculino;21;Distrito;50 a 54 años;No Asegurado;C61X;TUMOR MALIGNO DE LA PROSTATA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;11
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;5
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C61X;TUMOR MALIGNO DE LA PROSTATA;Neoplasias malignas;2
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;3
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;1
2010;Masculino;21;Distrito;50 a 54 años;Subsidiado;C921;LEUCEMIA MIELOIDE CRONICA;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C160;TUMOR MALIGNO DEL CARDIAS;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;21
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C184;TUMOR MALIGNO DEL COLON TRANSVERSO;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C189;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;Neoplasias malignas;12
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;6
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;19
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C61X;TUMOR MALIGNO DE LA PROSTATA;Neoplasias malignas;10
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C859;LINFOMA NO HODGKIN, NO ESPECIFICADO;Neoplasias malignas;4
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C910;LEUCEMIA LINFOBLASTICA AGUDA;Neoplasias malignas;4
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C920;LEUCEMIA MIELOIDE AGUDA;Neoplasias malignas;6
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C921;LEUCEMIA MIELOIDE CRONICA;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Contributivo;C929;LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACION;Neoplasias malignas;2
2010;Masculino;21;Distrito;55 a 59 años;Especial;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Especial;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Excepcion;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Excepcion;C20X;TUMOR MALIGNO DEL RECTO;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;Excepcion;C349;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;Neoplasias malignas;2
2010;Masculino;21;Distrito;55 a 59 años;Excepcion;C61X;TUMOR MALIGNO DE LA PROSTATA;Neoplasias malignas;1
2010;Masculino;21;Distrito;55 a 59 años;No Asegurado;C169;TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;Neoplasias malignas;3
